"customerid","recency","frequency","monetory","r_score","f_score","m_score","customer_segment"
14307,89.0,6,2995.72,2,5,5,At Risk
15687,9.0,9,2993.1,5,5,5,Champions
14639,53.0,6,2984.49,3,5,5,Loyal Customers
13451,27.0,5,2976.15,4,4,5,Champions
14032,3.0,11,2975.59,5,5,5,Champions
15854,5.0,12,2974.65,5,5,5,Champions
16497,50.0,6,2965.69,3,5,5,Loyal Customers
17924,12.0,7,2962.5,5,5,5,Champions
14868,4.0,8,2953.59,5,5,5,Champions
17084,36.0,2,2949.75,3,3,5,Other
17444,148.0,3,2940.04,2,4,5,At Risk
16316,65.0,8,2938.91,3,5,5,Loyal Customers
14530,26.0,6,2925.91,4,5,5,Champions
17512,29.0,10,2924.99,4,5,5,Champions
15606,62.0,9,2920.16,3,5,5,Loyal Customers
12906,12.0,5,2919.81,5,4,5,Champions
14112,23.0,7,2915.15,4,5,5,Champions
12438,15.0,2,2906.85,4,3,5,Potential Loyalists
17644,2.0,11,2895.64,5,5,5,Champions
18144,8.0,12,2888.75,5,5,5,Champions
12408,33.0,5,2888.55,3,4,5,Loyal Customers
13735,25.0,4,2885.2400000000002,4,4,5,Champions
16633,18.0,6,2883.1,4,5,5,Champions
15673,89.0,4,2881.02,2,4,5,At Risk
14251,2.0,5,2879.7,5,4,5,Champions
17728,4.0,3,2876.0099999999998,5,4,5,Champions
14005,10.0,5,2874.72,5,4,5,Champions
15628,5.0,9,2870.24,5,5,5,Champions
14711,11.0,11,2868.8,5,5,5,Champions
13901,73.0,5,2867.2,2,4,5,At Risk
14535,61.0,3,2864.19,3,4,5,Loyal Customers
12685,29.0,6,2863.08,4,5,5,Champions
18145,13.0,4,2861.55,5,4,5,Champions
16928,81.0,17,2847.6,2,5,5,At Risk
15984,3.0,10,2837.67,5,5,5,Champions
14852,59.0,6,2836.69,3,5,5,Loyal Customers
14572,4.0,7,2832.84,5,5,5,Champions
17596,24.0,7,2827.93,4,5,5,Champions
14842,44.0,4,2824.69,3,4,5,Loyal Customers
13174,17.0,3,2817.03,4,4,5,Champions
16871,23.0,6,2812.34,4,5,5,Champions
12356,23.0,3,2811.43,4,4,5,Champions
14903,22.0,5,2810.63,4,4,5,Champions
18230,10.0,7,2810.2,5,5,5,Champions
13230,5.0,14,2806.97,5,5,5,Champions
16081,57.0,5,2806.9,3,4,5,Loyal Customers
16764,4.0,13,2799.25,5,5,5,Champions
15993,9.0,7,2797.57,5,5,5,Champions
13769,3.0,10,2796.5099999999998,5,5,5,Champions
12578,22.0,2,2794.5099999999998,4,3,5,Potential Loyalists
12758,117.0,2,2791.59,2,3,5,At Risk
17739,12.0,7,2791.35,5,5,5,Champions
14626,24.0,4,2791.27,4,4,5,Champions
17213,41.0,7,2781.23,3,5,5,Loyal Customers
12388,16.0,6,2780.66,4,5,5,Champions
14121,4.0,4,2780.15,5,4,5,Champions
17838,27.0,5,2779.3,4,4,5,Champions
13870,3.0,8,2770.94,5,5,5,Champions
15356,32.0,10,2766.5,4,5,5,Champions
15114,31.0,10,2760.56,4,5,5,Champions
14854,79.0,7,2759.83,2,5,5,At Risk
13971,19.0,8,2758.2599999999998,4,5,5,Champions
15321,71.0,3,2748.31,3,4,5,Loyal Customers
12669,151.0,3,2744.0299999999997,2,4,5,At Risk
14808,40.0,8,2741.17,3,5,5,Loyal Customers
14125,11.0,3,2740.43,5,4,5,Champions
15696,34.0,8,2736.46,3,5,5,Loyal Customers
16938,9.0,4,2736.38,5,4,5,Champions
16003,30.0,5,2735.37,4,4,5,Champions
12840,144.0,4,2726.77,2,4,5,At Risk
12380,22.0,4,2724.81,4,4,5,Champions
12708,30.0,10,2712.91,4,5,5,Champions
15796,2.0,8,2711.56,5,5,5,Champions
17069,29.0,9,2709.7,4,5,5,Champions
13285,24.0,4,2709.12,4,4,5,Champions
13654,44.0,6,2707.33,3,5,5,Loyal Customers
14107,52.0,7,2703.23,3,5,5,Loyal Customers
14732,9.0,8,2702.4900000000002,5,5,5,Champions
18097,8.0,6,2697.8,5,5,5,Champions
17386,8.0,6,2686.42,5,5,5,Champions
12625,212.0,2,2683.82,1,3,5,At Risk
17346,4.0,15,2676.56,5,5,5,Champions
13883,11.0,5,2674.48,5,4,5,Champions
14713,10.0,11,2666.36,5,5,5,Champions
12360,53.0,3,2662.06,3,4,5,Loyal Customers
14439,320.0,1,2661.2400000000002,1,2,5,Lost Customers
15671,19.0,7,2657.13,4,5,5,Champions
12721,32.0,6,2656.13,4,5,5,Champions
13851,96.0,3,2651.46,2,4,5,At Risk
16618,32.0,5,2647.59,4,4,5,Champions
18260,173.0,6,2643.2,2,5,5,At Risk
13658,10.0,5,2639.17,5,4,5,Champions
17655,11.0,7,2638.94,5,5,5,Champions
15752,40.0,7,2637.38,3,5,5,Loyal Customers
13804,31.0,7,2635.79,4,5,5,Champions
13771,65.0,4,2634.45,3,4,5,Loyal Customers
12520,80.0,5,2634.2599999999998,2,4,5,At Risk
17402,5.0,13,2633.85,5,5,5,Champions
18077,9.0,11,2633.01,5,5,5,Champions
13422,65.0,1,2626.3,3,2,5,Other
13644,17.0,4,2624.2599999999998,4,4,5,Champions
17965,38.0,14,2622.57,3,5,5,Loyal Customers
18210,2.0,6,2621.38,5,5,5,Champions
16255,17.0,8,2619.91,4,5,5,Champions
14262,9.0,8,2618.23,5,5,5,Champions
13021,5.0,9,2616.38,5,5,5,Champions
15782,10.0,3,2614.74,5,4,5,Champions
14397,3.0,19,2612.96,5,5,5,Champions
12836,60.0,4,2612.86,3,4,5,Loyal Customers
18075,24.0,10,2611.75,4,5,5,Champions
12726,29.0,7,2609.1,4,5,5,Champions
16241,10.0,13,2607.87,5,5,5,Champions
13136,57.0,5,2607.61,3,4,5,Loyal Customers
14408,11.0,7,2606.53,5,5,5,Champions
13983,30.0,12,2603.43,4,5,5,Champions
17317,47.0,3,2600.34,3,4,5,Loyal Customers
12600,29.0,10,2599.04,4,5,5,Champions
16919,157.0,11,2596.45,2,5,5,At Risk
13895,29.0,4,2593.07,4,4,5,Champions
14243,9.0,10,2588.77,5,5,5,Champions
15033,5.0,10,2586.67,5,5,5,Champions
13911,58.0,9,2580.91,3,5,5,Loyal Customers
14546,6.0,5,2578.09,5,4,5,Champions
16912,29.0,11,2575.38,4,5,5,Champions
15485,31.0,3,2575.0,4,4,5,Champions
18245,8.0,7,2567.06,5,5,5,Champions
16308,38.0,4,2560.0,3,4,5,Loyal Customers
15572,5.0,7,2552.86,5,5,5,Champions
14334,17.0,8,2552.21,4,5,5,Champions
14701,11.0,9,2549.37,5,5,5,Champions
14676,32.0,6,2548.24,4,5,5,Champions
13344,68.0,3,2543.72,3,4,5,Loyal Customers
14776,52.0,11,2538.2999999999997,3,5,5,Loyal Customers
17700,17.0,4,2534.64,4,4,5,Champions
13471,2.0,4,2531.58,5,4,5,Champions
14659,9.0,9,2529.93,5,5,5,Champions
17314,25.0,8,2527.92,4,5,5,Champions
13975,32.0,6,2526.28,4,5,5,Champions
17449,3.0,7,2520.86,5,5,5,Champions
13394,2.0,8,2520.02,5,5,5,Champions
15245,135.0,3,2515.84,2,4,5,At Risk
15271,8.0,15,2507.07,5,5,5,Champions
12352,37.0,8,2506.04,3,5,5,Loyal Customers
13695,32.0,15,2504.13,4,5,5,Champions
12517,29.0,5,2502.84,4,4,5,Champions
15932,5.0,8,2495.87,5,5,5,Champions
16477,64.0,7,2494.46,3,5,5,Loyal Customers
12483,18.0,8,2484.98,4,5,5,Champions
12913,5.0,5,2483.63,5,4,5,Champions
16710,20.0,10,2483.04,4,5,5,Champions
14315,45.0,6,2481.13,3,5,5,Loyal Customers
13507,4.0,4,2479.16,5,4,5,Champions
13588,16.0,9,2478.95,4,5,5,Champions
17682,11.0,6,2474.33,5,5,5,Champions
17188,12.0,7,2474.23,5,5,5,Champions
14766,9.0,6,2473.37,5,5,5,Champions
14502,20.0,11,2470.67,4,5,5,Champions
17164,33.0,7,2467.35,3,5,5,Loyal Customers
12455,74.0,6,2466.86,2,5,5,At Risk
15750,3.0,8,2465.48,5,5,5,Champions
17131,6.0,5,2463.17,5,4,5,Champions
13784,10.0,11,2462.79,5,5,5,Champions
15674,74.0,5,2446.6,2,4,5,At Risk
14163,88.0,4,2445.91,2,4,5,At Risk
15527,19.0,8,2429.78,4,5,5,Champions
17071,29.0,9,2429.03,4,5,5,Champions
13949,3.0,6,2427.32,5,5,5,Champions
16143,4.0,6,2424.94,5,5,5,Champions
17722,97.0,4,2424.04,2,4,5,At Risk
15089,11.0,6,2420.84,5,5,5,Champions
15373,9.0,12,2415.91,5,5,5,Champions
12397,36.0,2,2409.9,3,3,5,Other
17589,61.0,4,2404.17,3,4,5,Loyal Customers
15980,89.0,3,2398.86,2,4,5,At Risk
18065,6.0,14,2392.83,5,5,5,Champions
13141,85.0,5,2388.75,2,4,5,At Risk
15370,41.0,7,2386.05,3,5,5,Loyal Customers
17530,2.0,10,2385.0,5,5,5,Champions
14493,8.0,5,2383.24,5,4,5,Champions
14554,11.0,4,2381.04,5,4,5,Champions
14239,44.0,11,2380.85,3,5,5,Loyal Customers
15270,16.0,7,2379.49,4,5,5,Champions
13722,132.0,3,2375.41,2,4,5,At Risk
17434,3.0,7,2373.82,5,5,5,Champions
14930,109.0,3,2372.86,2,4,5,At Risk
13908,80.0,4,2369.55,2,4,5,At Risk
15755,11.0,6,2364.25,5,5,5,Champions
12457,67.0,7,2363.23,3,5,5,Loyal Customers
17634,37.0,9,2361.97,3,5,5,Loyal Customers
14030,19.0,8,2360.09,4,5,5,Champions
14440,9.0,5,2357.68,5,4,5,Champions
15140,53.0,7,2354.25,3,5,5,Loyal Customers
14309,9.0,9,2352.53,5,5,5,Champions
12704,8.0,8,2340.84,5,5,5,Champions
18259,25.0,3,2338.6,4,4,5,Champions
12584,4.0,9,2338.15,5,5,5,Champions
18257,40.0,8,2337.63,3,5,5,Loyal Customers
17954,6.0,12,2332.72,5,5,5,Champions
15281,59.0,9,2332.15,3,5,5,Loyal Customers
12782,5.0,5,2330.92,5,4,5,Champions
15785,33.0,5,2328.97,3,4,5,Loyal Customers
17313,32.0,1,2328.84,4,2,5,Potential Loyalists
17744,4.0,6,2322.4,5,5,5,Champions
17211,27.0,8,2317.22,4,5,5,Champions
14290,12.0,5,2314.65,5,4,5,Champions
15365,26.0,7,2314.32,4,5,5,Champions
13994,4.0,6,2313.14,5,5,5,Champions
13704,6.0,9,2308.06,5,5,5,Champions
15288,44.0,5,2306.52,3,4,5,Loyal Customers
16735,79.0,5,2300.56,2,4,5,At Risk
16550,109.0,5,2298.97,2,4,5,At Risk
15105,19.0,7,2298.93,4,5,5,Champions
13115,12.0,4,2294.78,5,4,5,Champions
15704,141.0,4,2293.62,2,4,5,At Risk
12615,3.0,4,2291.19,5,4,5,Champions
13527,34.0,7,2287.51,3,5,5,Loyal Customers
17696,39.0,8,2285.71,3,5,5,Loyal Customers
12684,8.0,7,2283.63,5,5,5,Champions
16782,11.0,13,2279.9,5,5,5,Champions
13317,67.0,6,2273.68,3,5,5,Loyal Customers
17768,9.0,3,2273.18,5,4,5,Champions
14466,30.0,7,2272.4,4,5,5,Champions
13700,27.0,10,2265.12,4,5,5,Champions
16057,17.0,7,2263.12,4,5,5,Champions
16209,89.0,5,2262.62,2,4,5,At Risk
14432,10.0,6,2255.5099999999998,5,5,5,Champions
16293,22.0,10,2248.99,4,5,5,Champions
17442,37.0,6,2248.56,3,5,5,Loyal Customers
15235,218.0,12,2247.51,1,5,5,At Risk
16771,34.0,5,2246.81,3,4,5,Loyal Customers
15665,169.0,2,2242.0099999999998,2,3,5,At Risk
14211,54.0,9,2241.1,3,5,5,Loyal Customers
16743,30.0,7,2238.09,4,5,5,Champions
14560,8.0,22,2237.77,5,5,5,Champions
14700,33.0,3,2235.3,4,4,5,Champions
16076,4.0,10,2234.73,5,5,5,Champions
15834,71.0,4,2233.75,3,4,5,Loyal Customers
18242,73.0,4,2232.4900000000002,2,4,5,At Risk
14226,29.0,5,2232.19,4,4,5,Champions
14825,4.0,12,2226.91,5,5,5,Champions
17591,74.0,7,2225.97,2,5,5,At Risk
12783,3.0,6,2225.91,5,5,5,Champions
13365,34.0,2,2225.37,3,3,5,Other
15722,36.0,5,2222.56,3,4,5,Loyal Customers
15811,23.0,6,2218.62,4,5,5,Champions
12876,58.0,2,2218.02,3,3,5,Other
12653,149.0,2,2209.85,2,3,5,At Risk
13862,19.0,8,2209.36,4,5,5,Champions
15797,114.0,4,2207.4,2,4,5,At Risk
15179,19.0,5,2206.95,4,4,5,Champions
13831,17.0,6,2202.99,4,5,5,Champions
17406,334.0,3,2200.42,1,4,5,At Risk
15123,8.0,2,2199.31,5,3,5,Potential Loyalists
16628,30.0,5,2188.05,4,4,5,Champions
15394,10.0,4,2183.54,5,4,5,Champions
14341,46.0,8,2182.28,3,5,5,Loyal Customers
12856,8.0,6,2179.93,5,5,5,Champions
12909,40.0,5,2178.67,3,4,5,Loyal Customers
12501,337.0,1,2169.39,1,2,5,Lost Customers
12633,59.0,4,2163.98,3,4,5,Loyal Customers
13755,4.0,9,2161.35,5,5,5,Champions
12935,3.0,7,2160.7,5,5,5,Champions
16456,100.0,5,2158.37,2,4,5,At Risk
14407,108.0,6,2157.73,2,5,5,At Risk
16379,5.0,4,2157.4,5,4,5,Champions
13224,61.0,2,2155.95,3,3,5,Other
16966,9.0,7,2154.97,5,5,5,Champions
17272,43.0,4,2148.63,3,4,5,Loyal Customers
14828,197.0,3,2139.7599999999998,1,4,5,At Risk
12560,6.0,3,2134.0099999999998,5,4,5,Champions
17400,127.0,5,2129.96,2,4,5,At Risk
13517,60.0,3,2128.42,3,4,5,Loyal Customers
14360,32.0,4,2128.23,4,4,5,Champions
16407,13.0,10,2126.93,5,5,5,Champions
14640,25.0,6,2125.08,4,5,5,Champions
15058,26.0,11,2124.99,4,5,5,Champions
13632,25.0,5,2121.27,4,4,5,Champions
18061,22.0,10,2119.41,4,5,5,Champions
18008,71.0,9,2116.19,3,5,5,Loyal Customers
14691,31.0,5,2114.33,4,4,5,Champions
13265,54.0,5,2107.66,3,4,5,Loyal Customers
18173,87.0,4,2106.84,2,4,5,At Risk
18093,94.0,4,2106.52,2,4,5,At Risk
14461,149.0,3,2103.06,2,4,5,At Risk
14515,18.0,6,2102.09,4,5,5,Champions
17861,4.0,8,2100.8,5,5,5,Champions
15815,64.0,5,2100.6,3,4,5,Loyal Customers
13126,5.0,8,2099.64,5,5,5,Champions
12610,23.0,5,2099.54,4,4,5,Champions
16875,68.0,5,2095.53,3,4,5,Loyal Customers
17191,29.0,7,2095.13,4,5,5,Champions
18283,4.0,16,2094.88,5,5,5,Champions
14306,52.0,2,2093.32,3,3,5,Other
17490,1.0,7,2092.32,5,5,5,Champions
13571,13.0,12,2092.32,5,5,5,Champions
13297,8.0,4,2089.85,5,4,5,Champions
18044,5.0,10,2088.6,5,5,5,Champions
14810,41.0,11,2087.88,3,5,5,Loyal Customers
16954,1.0,9,2085.08,5,5,5,Champions
18231,193.0,5,2083.27,1,4,5,At Risk
14696,5.0,7,2078.95,5,5,5,Champions
14209,11.0,6,2073.43,5,5,5,Champions
18241,10.0,17,2073.09,5,5,5,Champions
18219,3.0,10,2069.77,5,5,5,Champions
14482,19.0,6,2068.15,4,5,5,Champions
12948,17.0,7,2064.95,4,5,5,Champions
12928,36.0,5,2062.7,3,4,5,Loyal Customers
16281,73.0,1,2062.06,2,2,5,Lost Customers
14409,72.0,6,2059.45,2,5,4,At Risk
12518,1.0,5,2056.89,5,4,4,Champions
17667,67.0,5,2055.5099999999998,3,4,4,Loyal Customers
14188,31.0,6,2054.36,4,5,4,Champions
16150,43.0,5,2053.02,3,4,4,Loyal Customers
17086,8.0,6,2050.08,5,5,4,Champions
17612,54.0,6,2048.45,3,5,4,Loyal Customers
14232,43.0,5,2048.07,3,4,4,Loyal Customers
17625,19.0,4,2047.0,4,4,4,Champions
13495,8.0,5,2044.87,5,4,4,Champions
17597,214.0,1,2044.3700000000001,1,2,4,Lost Customers
17090,5.0,7,2043.95,5,5,4,Champions
13450,27.0,6,2043.72,4,5,4,Champions
14001,46.0,3,2043.08,3,4,4,Loyal Customers
12585,235.0,2,2040.1,1,3,4,At Risk
13593,109.0,5,2037.08,2,4,4,At Risk
18069,27.0,5,2036.67,4,4,4,Champions
17846,86.0,1,2033.1,2,2,4,Lost Customers
13630,6.0,7,2031.78,5,5,4,Champions
16409,37.0,5,2028.88,3,4,4,Loyal Customers
17337,152.0,4,2027.8700000000001,2,4,4,At Risk
16358,2.0,4,2027.5,5,4,4,Champions
14544,25.0,2,2024.45,4,3,4,Potential Loyalists
15341,81.0,1,2020.52,2,2,4,Lost Customers
14506,18.0,5,2012.17,4,4,4,Champions
15531,9.0,2,2007.44,5,3,4,Potential Loyalists
15372,138.0,1,2007.4,2,2,4,Lost Customers
16098,88.0,7,2005.6299999999999,2,5,4,At Risk
14730,2.0,8,2005.06,5,5,4,Champions
14217,2.0,17,2004.98,5,5,4,Champions
14462,67.0,11,2004.02,3,5,4,Loyal Customers
17082,34.0,2,2003.85,3,3,4,Other
16754,373.0,1,2002.4,1,2,4,Lost Customers
15493,33.0,5,2001.8,3,4,4,Loyal Customers
18188,16.0,3,2001.04,4,4,4,Champions
13305,5.0,10,2000.86,5,5,4,Champions
16698,227.0,2,1998.0,1,3,4,At Risk
17827,6.0,5,1995.46,5,4,4,Champions
18204,72.0,3,1993.7,3,4,4,Loyal Customers
17679,53.0,2,1992.11,3,3,4,Other
17088,29.0,4,1991.01,4,4,4,Champions
13246,19.0,6,1987.3,4,5,4,Champions
13590,12.0,6,1981.92,5,5,4,Champions
13725,50.0,8,1980.56,3,5,4,Loyal Customers
17422,17.0,6,1979.37,4,5,4,Champions
16341,25.0,4,1971.87,4,4,4,Champions
17997,75.0,8,1970.67,2,5,4,At Risk
12674,39.0,4,1970.6,3,4,4,Loyal Customers
17790,27.0,14,1965.55,4,5,4,Champions
17218,5.0,10,1960.72,5,5,4,Champions
15351,13.0,7,1960.11,5,5,4,Champions
14498,43.0,5,1957.32,3,4,4,Loyal Customers
12853,135.0,6,1957.1,2,5,4,At Risk
17554,2.0,5,1952.45,5,4,4,Champions
14533,25.0,7,1949.72,4,5,4,Champions
14653,2.0,7,1947.55,5,5,4,Champions
15814,17.0,4,1945.33,4,4,4,Champions
15518,65.0,8,1942.45,3,5,4,Loyal Customers
14418,4.0,3,1937.25,5,4,4,Champions
14472,104.0,8,1936.84,2,5,4,At Risk
15864,23.0,6,1936.32,4,5,4,Champions
15157,4.0,3,1936.07,5,4,4,Champions
12528,10.0,6,1933.48,5,5,4,Champions
14655,9.0,4,1932.23,5,4,4,Champions
14978,73.0,5,1931.42,2,4,4,At Risk
16983,13.0,7,1931.25,5,5,4,Champions
13094,22.0,12,1927.32,4,5,4,Champions
16942,13.0,9,1920.59,5,5,4,Champions
15021,9.0,9,1914.82,5,5,4,Champions
17368,24.0,8,1912.67,4,5,4,Champions
14285,22.0,4,1910.01,4,4,4,Champions
16426,3.0,10,1908.25,5,5,4,Champions
17228,16.0,8,1906.09,4,5,4,Champions
14210,106.0,6,1905.84,2,5,4,At Risk
15819,50.0,4,1905.45,3,4,4,Loyal Customers
14250,8.0,3,1904.05,5,4,4,Champions
12762,8.0,2,1898.52,5,3,4,Potential Loyalists
17463,17.0,5,1896.41,4,4,4,Champions
17870,3.0,12,1894.35,5,5,4,Champions
14934,82.0,2,1890.94,2,3,4,At Risk
12371,45.0,2,1887.96,3,3,4,Other
15641,106.0,4,1887.2,2,4,4,At Risk
16170,51.0,6,1885.05,3,5,4,Loyal Customers
13890,2.0,10,1883.81,5,5,4,Champions
16128,18.0,5,1880.22,4,4,4,Champions
17738,20.0,4,1879.05,4,4,4,Champions
15367,58.0,4,1877.59,3,4,4,Loyal Customers
17293,9.0,9,1875.11,5,5,4,Champions
16986,30.0,2,1873.2,4,3,4,Potential Loyalists
13982,40.0,4,1871.81,3,4,4,Loyal Customers
16474,8.0,7,1871.5,5,5,4,Champions
17469,17.0,5,1870.97,4,4,4,Champions
16841,37.0,6,1869.82,3,5,4,Loyal Customers
14524,32.0,9,1867.68,4,5,4,Champions
17787,153.0,4,1865.19,2,4,4,At Risk
16201,4.0,4,1863.47,5,4,4,Champions
14887,80.0,1,1862.0,2,2,4,Lost Customers
12423,1.0,8,1859.31,5,5,4,Champions
17873,81.0,5,1859.1599999999999,2,4,4,At Risk
14305,72.0,3,1858.96,3,4,4,Loyal Customers
12963,9.0,8,1856.63,5,5,4,Champions
16979,4.0,6,1852.0,5,5,4,Champions
13421,41.0,2,1851.08,3,3,4,Other
12383,185.0,5,1850.56,1,4,4,At Risk
12381,5.0,5,1845.31,5,4,4,Champions
17519,18.0,6,1844.02,4,5,4,Champions
18180,5.0,6,1843.75,5,5,4,Champions
12950,3.0,3,1843.0,5,4,4,Champions
17015,29.0,3,1842.56,4,4,4,Champions
16102,43.0,3,1842.1399999999999,3,4,4,Loyal Customers
16455,64.0,7,1841.18,3,5,4,Loyal Customers
14113,4.0,4,1840.42,5,4,4,Champions
14216,4.0,4,1839.3,5,4,4,Champions
13924,2.0,6,1838.85,5,5,4,Champions
14459,156.0,1,1837.92,2,2,4,Lost Customers
18287,43.0,3,1837.28,3,4,4,Loyal Customers
13650,17.0,6,1836.34,4,5,4,Champions
15827,74.0,14,1836.09,2,5,4,At Risk
13048,15.0,4,1835.91,4,4,4,Champions
14665,61.0,5,1835.7,3,4,4,Loyal Customers
16152,269.0,1,1829.04,1,2,4,Lost Customers
15203,26.0,6,1827.8,4,5,4,Champions
18122,9.0,6,1826.21,5,5,4,Champions
17702,31.0,4,1824.37,4,4,4,Champions
16153,50.0,5,1824.23,3,4,4,Loyal Customers
17705,4.0,9,1823.52,5,5,4,Champions
16169,9.0,4,1822.97,5,4,4,Champions
17828,23.0,4,1820.09,4,4,4,Champions
17629,6.0,8,1814.12,5,5,4,Champions
15260,101.0,7,1810.77,2,5,4,At Risk
13481,46.0,5,1804.56,3,4,4,Loyal Customers
17663,26.0,7,1802.91,4,5,4,Champions
15812,108.0,5,1801.14,2,4,4,At Risk
16249,53.0,5,1800.07,3,4,4,Loyal Customers
13562,82.0,3,1799.3300000000002,2,4,4,At Risk
13196,12.0,4,1797.78,5,4,4,Champions
17750,6.0,9,1797.57,5,5,4,Champions
17648,61.0,4,1797.5,3,4,4,Loyal Customers
12348,76.0,4,1797.24,2,4,4,At Risk
18235,72.0,3,1796.48,3,4,4,Loyal Customers
13134,86.0,4,1793.58,2,4,4,At Risk
18179,10.0,6,1793.17,5,5,4,Champions
13510,2.0,4,1791.56,5,4,4,Champions
16719,15.0,7,1790.42,4,5,4,Champions
12523,20.0,11,1789.77,4,5,4,Champions
14215,12.0,6,1789.72,5,5,4,Champions
14621,2.0,5,1788.36,5,4,4,Champions
13875,54.0,5,1786.79,3,4,4,Loyal Customers
14608,5.0,4,1785.15,5,4,4,Champions
14935,298.0,1,1784.71,1,2,4,Lost Customers
15050,26.0,3,1782.09,4,4,4,Champions
16380,62.0,1,1780.59,3,2,4,Other
15220,52.0,6,1778.96,3,5,4,Loyal Customers
17092,51.0,4,1777.78,3,4,4,Loyal Customers
12645,34.0,4,1775.18,3,4,4,Loyal Customers
17754,1.0,5,1772.26,5,4,4,Champions
15594,16.0,5,1771.78,4,4,4,Champions
15473,15.0,7,1771.2,4,5,4,Champions
17813,15.0,5,1770.88,4,4,4,Champions
14387,33.0,3,1770.56,4,4,4,Champions
16681,73.0,6,1770.34,2,5,4,At Risk
13456,18.0,6,1766.72,4,5,4,Champions
15950,32.0,4,1765.51,4,4,4,Champions
16751,31.0,1,1764.72,4,2,4,Potential Loyalists
12424,163.0,2,1760.96,2,3,4,At Risk
12823,75.0,5,1759.5,2,4,4,At Risk
12349,19.0,1,1757.55,4,2,4,Potential Loyalists
15241,67.0,8,1756.44,3,5,4,Loyal Customers
16359,8.0,9,1750.92,5,5,4,Champions
13564,145.0,3,1749.02,2,4,4,At Risk
13808,6.0,5,1747.66,5,4,4,Champions
15067,79.0,3,1744.76,2,4,4,At Risk
13157,50.0,4,1741.22,3,4,4,Loyal Customers
14595,20.0,6,1740.6,4,5,4,Champions
17930,36.0,5,1740.48,3,4,4,Loyal Customers
17353,130.0,2,1740.0,2,3,4,At Risk
17457,127.0,5,1737.7,2,4,4,At Risk
14673,4.0,5,1736.4,5,4,4,Champions
17043,33.0,4,1735.18,4,4,4,Champions
16791,30.0,7,1721.78,4,5,4,Champions
17451,2.0,7,1721.3999999999999,5,5,4,Champions
14834,18.0,6,1720.3,4,5,4,Champions
15267,23.0,5,1717.36,4,4,4,Champions
17162,29.0,10,1715.46,4,5,4,Champions
13763,64.0,1,1714.96,3,2,4,Other
17147,23.0,4,1714.59,4,4,4,Champions
14441,1.0,4,1712.89,5,4,4,Champions
12405,149.0,1,1710.3899999999999,2,2,4,Lost Customers
15947,83.0,1,1708.24,2,2,4,Lost Customers
12407,50.0,5,1708.12,3,4,4,Loyal Customers
16902,117.0,1,1706.88,2,2,4,Lost Customers
15240,45.0,5,1706.57,3,4,4,Loyal Customers
16398,155.0,2,1705.8,2,3,4,At Risk
17282,131.0,3,1703.41,2,4,4,At Risk
12843,66.0,8,1702.26,3,5,4,Loyal Customers
16007,48.0,4,1701.94,3,4,4,Loyal Customers
13184,15.0,10,1701.29,4,5,4,Champions
17193,36.0,7,1699.3,3,5,4,Loyal Customers
13824,33.0,5,1698.94,3,4,4,Loyal Customers
16775,11.0,11,1695.66,5,5,4,Champions
12764,317.0,1,1693.88,1,2,4,Lost Customers
14245,220.0,2,1693.45,1,3,4,At Risk
15549,78.0,3,1693.26,2,4,4,At Risk
16813,9.0,10,1692.98,5,5,4,Champions
16671,29.0,3,1692.27,4,4,4,Champions
15380,9.0,5,1690.26,5,4,4,Champions
17152,195.0,3,1689.5,1,4,4,At Risk
12635,90.0,2,1689.18,2,3,4,At Risk
13162,123.0,4,1688.29,2,4,4,At Risk
13577,26.0,4,1687.6000000000001,4,4,4,Champions
16638,23.0,10,1680.72,4,5,4,Champions
13647,10.0,4,1678.12,5,4,4,Champions
13149,15.0,4,1676.06,4,4,4,Champions
17656,74.0,5,1674.69,2,4,4,At Risk
16115,10.0,8,1667.97,5,5,4,Champions
12912,3.0,5,1662.3,5,4,4,Champions
12530,60.0,4,1662.28,3,4,4,Loyal Customers
13012,10.0,8,1661.84,5,5,4,Champions
15214,2.0,8,1661.44,5,5,4,Champions
15024,10.0,10,1661.33,5,5,4,Champions
15332,367.0,4,1661.06,1,4,4,At Risk
12967,359.0,2,1660.8999999999999,1,3,4,At Risk
14045,110.0,4,1659.75,2,4,4,At Risk
15953,16.0,8,1659.3799999999999,4,5,4,Champions
15826,57.0,3,1654.31,3,4,4,Loyal Customers
14573,180.0,9,1653.42,1,5,4,At Risk
17284,61.0,6,1652.58,3,5,4,Loyal Customers
16711,4.0,5,1651.03,5,4,4,Champions
14837,90.0,4,1649.5,2,4,4,At Risk
13750,54.0,5,1647.26,3,4,4,Loyal Customers
12657,12.0,4,1643.18,5,4,4,Champions
15002,116.0,4,1641.76,2,4,4,At Risk
13627,60.0,5,1638.47,3,4,4,Loyal Customers
12398,46.0,1,1635.66,3,2,4,Other
15122,115.0,3,1633.78,2,4,4,At Risk
14164,71.0,2,1631.77,3,3,4,Other
17673,2.0,6,1629.12,5,5,4,Champions
12377,316.0,2,1628.1200000000001,1,3,4,At Risk
16515,53.0,5,1627.1299999999999,3,4,4,Loyal Customers
14759,5.0,3,1625.97,5,4,4,Champions
16987,4.0,7,1625.05,5,5,4,Champions
13425,109.0,3,1624.21,2,4,4,At Risk
15172,9.0,5,1624.05,5,4,4,Champions
